,employer,link,location,position_title,salary
916,PerkinElmer,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DBy0pnRDnMyJusyxqL8SoipgPg3SpcIPOke8p4f-rf66qX19ykmjKF1CpoGTC_kXSMglN9XWkTzAWtEn0fblJHcXqmMail7by2r04mONnakF5RP1XgrE7qUYp1ljvlgzGvdwEqZ5Nfl6jONMMVUzTupMY__5V-ed8zmRf6riy4oxKBsJRU6EEDXMFk2MsRRO3hIJLKSMTXWylNU8xndhO1IGeshgg4_wOiteGE0vHEvPzbTZcR1EHSF30r3XJT2xu0zXCiziWlar-wDaWVGjIRNYZEalB7srvO2nhwaMEsSP7CDzM68HfZPrfzsboDvF_sIaWdcfcO_S4wme_E27IMhIRr5DdGMDH8YgF0ZomNefO6g7XZOsub&p=4&fvj=0&vjs=3,,Senior Principal Machine Learning Engineer,
935,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY88zLk7CMIeoM-A4prsmcMNCFnp5GOQlJWfr75h83kTyoz6BUYYhXjn6KtJj4tVSu9Sw73P8fkWV3DZFX-yTZuXohJVOQpyXcgtB3TDvDkmIFWFSVUs85F04VYhiqUp1uzlkIV9LUq3ebuTbEkFaePh3Z5Tn9E2eCVIIvs2crlxWrp0N2DpZ6cZZif8cgr0Zoo_E8SR8TWBeey81w5W5e7Lz6jLtMHmy8WMYKL9bGifI4TqyyOKHmy6cNtKnlNZq_-0JFeab1_LE2oncFxLAXFC7Njy0Rob0n8USI3xlq5sZmktFywTTjZVt3x_khjXVKfDRUJORw5arKiQgl_Z9wktWwFtes61vl0JcWwq1A9NQdaHZ5dbA8Be3xplxCRK2uRkYw5JyMH9mI-VtfclxhFDr4DI5bQXerDsCKtCpkX0j1H3gEPdoe93qjI15-zCxUN7KvxzATFqqsOp-BQ_s47AXv_nxb8dvikC-cu_Ll_HoF8pT1In9n871&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
936,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01njr0_w3udjgmI-DPo0DPxJkegAzTlOD6dX6qcJfUjNldQpSVYUH01PC5aClzj0-IiHgVKgJI6Bv2kYo999D8TpUC_OrMCSvCiNiX_UYLLbSn-fX9XyPjjVl-yVDZo4y0PXYjXLMqMhvAJfm7D92B3Sk_0TCgvejbz9uu53tmZ022RrPla8Rkn0-W9RyEQ8EoFQPlty8-IgpJE6GB2FX7w0WRSPcBOV-2b2yIgIbOjCWT5oOffxKOouGJ3xWCyJdnM&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
940,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeAn58NU4Q1QABx9hQipgaNUJTg8GgDULaPEpwaXg04egUA8ZdEyNUuYRW8EJ9aHxuW2BbuxsEBd0cFU1be0MYkHmtbU_Fq44-zV6XD2L_OAf25qmYZbVrpLdQXuVn1cTG5lX44cu2uR0Hlt85t88_lq4QNx_aGLG3kHPjKssehWD311E4AeP2GnBU-1m4-GzN3lyeM9Li7pu6jRZ7Xd69Aa9TMQk_cCFtpoGwFWuJMh38crl6DCv3QyAZYxR3CUljjqGzJcVcpwc=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
949,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-tNUqU58HKQh4yVaRTda2rNxbxNk20wFi98a5_q99Aiue-Cdcl3dH-ZTveFYAogefeMPkyv3nv0ffkBMgUqVX2rSl4tgkflvUZdmzOQ4cMmEg_7UYtiaAJOvMZ3D97_p0JDNxZ2o5LMtDZB35qj_zA0lM4nVWsTzJf8vXmhk-Q0wH0Ev4Yth16CZf1WQS-3DpV7acU_JoyofsVSZtZIHeVz18uMJKeu0zj_eWvZuSQkY1--i0KbJtDpkh3x21K-5DeSNI5yKnBFIXKXtzpgiVbBUgJ54rCfFBE2ZmXUsp_qZrRfLmQ4swk_vm_iXmiagjfuv-uFzXoSZlkBqe_uNfrFsNOydJHstLHaz0LE-y0O3sL-B67OpeV9b8JD3rMGN1wKcjAhv82XTb50LE4_M3LZVIr9SGjaye45hZFDgKtVGDXPD3_0tBJjpRth3TT3hpNsf6b_K24FQKf1CqBmgdO_7VGl-5vEfICAjkfjAsK_ZD4MfmaJhDcITMVGi8mbKA=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
950,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSTbp8KIHIPbvQRyNi2OQlvZaPxxf-zHvQz8S3LELM2FnQx_-Q16SIflqDEE4jEo46Ilik3OWP--RlGbaf4Yv-ldZPyOM_yau6_IQcPga6-hiekvvb2kqgqFKQHV9Uus2tkTKj4wqdXHW4ycWyFDk3PzWa94CqOo677AdM1dUqMsUDrco5_wWS4rZEWjAvwJo_egPtCJ-u_xn8ww9MRYUed9grBYf1AOzZf_WJ_uJhfrh9cNObquOJG6C3llvFcp2M58ZiX8Baoz9ovtGiK4_sPQ&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
954,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIev0HiGzPECVaTffx_wePPBfKbJJ0mjnKJZXS5pLFdJjzC6ke2386zp91SzeOMc9t__OSO4K6oRdeskn6i99PoyEDpcX9uASz_KuS46GVDatKzVSG9_ieEKcmIEprFTyTr_2flp5Uk_DNEwngrzUpeQI5SAcVXBOWX4OnugbCOa2HWVV0C7bQ4m59xE6r5NMDayaMf_F1ZIIEOdcVAqlqmj1oBO8uYEQtI7bIgoHHX8ZzdJ78XLSeEJBPDslxh3jjs1I3gq6lkoplfbqp303p2Eg==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
964,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY89nSxHEMv2WU_kvky1pGEclmaexbqoE1oO07QiF_iWwTUjN_HFLE5mx-zqkG3IWsPaZ7pDB-TvoZjGDuRd5Nfz__0DX0OlT7b4BJqJBayZM1kT8plel6p7YoplQvcJ1398fn0S5OpWAB9mjefN0cqkU1y-vDrLakFLVtR8om6PF1l94OVLBgtbz0DCLk9y-b7WZgrVWZrw61uTWiJn6JXHndeusUx1cxl3pNn8mg7-LYs2fcg8KaS5MyNfm04EEnVoAGKICsByG_VfIghogihKQJxRCGZiwtRmxwpJq-C1qJiVe1WVzfRoKcnD13G3mxvAltNnx4dYFJrnTct1JW4XNuvgpqTj2G1kORf7ONIY567CfBP7urjvdAALsf_FutW-VvHq4YxjDikUaklufSBaM1-ZH9mHN1fnZ6vZ5-0WxBLUXDr0oKEXCYwsAq8zC2q96YLTtRKHd04uNVS2S0UDLprHPDjjQtqvn2csXK7FP1RrCV0CS7HJX_RIzvQNiuf4=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
965,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSTsbvG4NDJWMoSRfYJm-FqOULJxlEcVhOulJGzyJWPobifkylRjZOBN4lrShlAlHIBxlrZ7XKm1iypmwnkh31zg0AXCJafTcP77foyHQEFWoDy6AeNKcUX_2WQT7_l8ICJn7obtP21JZCd2TQdCvvwzaPWbUmpeV2b0mXDBN1JZLdE9xEsCWTNmuUuUkgjfMe55lxj10ywD7k50yxxZP-4dVTvrj_j05zst8RhmZsHxOItAUKKMridqwsFMxknQoWLzXQluCKiNG2eoRPd93Npw&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
969,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIe5ppJ6k5SgXNwd4PI3u3YvVdnr8wvQIHNjLqNLCeM5eFygDhef9UxPCr4VIRWgkocP-YOnl6tT6vzH9jKK7q90E6M8VSj_Djo66XoncfF0INpxrO2RSVM26S4tjBxPYOHiGsn4NKAXQk8lY5ycZtZ3tYtevgjj0fJxIaAWv1-8k9f8jHKFN3w7aYVIq_TO8pnu7E1bmhDq-w-03gORqY_S0a2PWa3jfuZlcxK9Zpw6EiYyEFUze-bieyyeSJXY6RjgIo2TXNraTwF9KFNgDy0Mg==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
973,Sun Life Financial,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIC3_tRdl6Kp6H_KxRnRU8blD8s1lCUTMCr_bxcZQ6yF2PU3piIhq4LU9IN4Rxyt4lVGr9VbLU_R_Ut4_AHqMY2AcrzS9FzAdsaJejXJcVTjdVy5Lk5srIgeneHSRIJeceuHBIOukkER6lz7RD14Lzlt10RF0B8RQCfJOtLxIEaSlJh9KyrwRJ2wwBx1QidkBv-YAaM6ec80KLtsaRL4rEmNo2kUJjQMMqM5KhCtTSJ7JhUKbWxk1K9IMsIuWRPFmDgHbWw4aOHueBfAHpj8m9DT9rzblWpSu1iWC44zfMrvG0c7HZxBdm9fMKLfYHI8PfY774MgowQaMMabb9TDe3dQHne5nJT0sH53tw6oaNDCbve4gebovm1MwerRd7er_VKWV6191CPtJyKqUnaf7tNMM_5HBT7IeqhCEwuUy4AhdkTwA_Gx7s-3A5skQCilki8dPXMC-YKYR5QyEV_EOJcO&p=1&fvj=0&vjs=3,,Senior Data Scientist,
984,PerkinElmer,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DBy0pnRDnMyJusyxqL8SoipgPg3SpcIPOke8p4f-rf66qX19ykmjKF1CpoGTC_kXSMglN9XWkTzAWtEn0fblJHcXqmMail7by2r04mONnakF5RP1XgrE7qUYp1ljvlgzGvdwEqZ5Nfl6jONMMVUzTupMY__5V-ed-ihyl-2amM1tRzpPvenHY118i73OoyboeKzOjDSx6Z0FRAL-ejYfeelt7NOpplyk8jGYLG3U6RFIf8dNKGp4yc_sObPV7R0gW91TXC5IhEK8h4JjwuHOeUondXpQQsGDN-_E08HBnBXZ2bA4F8OCJ-UBAOSHsV52LUtLqZLHSVVFlBXcaHmuoAjU_T9ZrbdG3Fkf_Rf9YD_P70I_L5dKcA&p=12&fvj=0&vjs=3,,Senior Principal Machine Learning Engineer,
985,Onstream Pipeline Inspection Services Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Al12rqrW29V64qc398YM68Qu-A00wCJMZ3ORXXc0zF90xDaRfpTl0Mss6R8gbzPbsGk6Qeg5srFMW1Jj9qSnk1Bq8mYTVy9PxAaWEcg02Ogzt-ROp6m1NCQ-7uiebC8JOOnmdwlSsnVVSccc9hEJLuZpRQ0KH4RXRhw-EEOBV2Jz2GOdiQFllOphl0ITwL3_nkeEllZ8HnIxMbDJMaKhg7oGMHnM7vyfBWz8ZfBRkw9X02ck_th7H6qB19Umjah3aO1rSabOqcURWCckx_f5IUMGK_xdScOUws_YpyrMxc-2QwDhev3MzV3VD1tkV62D3zlRRrofHAdoadyjajP1BkrdwtET4JLlD09sE4v41jZfVPuCkIciRNCQ_Unj-5cjbBGniF2OX0Nytc0FJfydCKDPYiZgTFg85EmbauK8NmoQMVeIzvd6phcPQySFDyWKptk3az0MlbITmcnexw2CpH3dP6zO1vOqU=&p=13&fvj=1&vjs=3,,Tethered Inspection Senior Data Analyst,
993,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8966nGygk52LDKSRwOzApeqFOdTfqMXzjr8RV3B2jp2LoJhxrJBlFbIGc3vWa42PnhYDAzoogx8up4qt5epbxapzRnV4Xj6Otmq88mkKDFQZqYOfFHYtGIi21UhwrONQ1LZosqdnynIo2VZPaJ1bcT9KwRLglilgIhAOP6yeGy3HGOYRWr7d_cnrRwlmvmyvwOqGRMjKZLNRvmn3Ma8O2GpIgisJA9eu4jww-AxdSNR8Ad0nYGKFkKxlApdaFvRBFsDNYQXdtLf4OMVwnguSCiXOQCSxzQGWhulTA835CvCI57I0ftphWcaSlkYzlR7wi3WGv_muo9O4bXCKPx4KEOvyVeCBpxygJE8NHpTXQwbk6kqseKvuO4HmrnbWCKqM-aTs65DY1MBlMD9CufTcg25WOP5GYUbalsp5DOp4TYgun6JWFyuaZGvQ8zjwynOy6o2SP-gH7l5ldGct1NktmF5RLgUVrDDafp_lFRwwJ4SMLI3OKM22MjqA8ZusiioCsk=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
994,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSQ4Kl8tN2JJnZyNLFlNhLUB9ud-nQnxdeXLvOMC5UuQiilZJBAeZ2igPEObJf3AKOzFsg4IfR8lXQDFu86-FsidqrQirLGJjuF_gIGrO1u61D40i__P-I6IPRyeLwIyquwqkliKyI99PXJrTU_CzAVgucw0Vsid4MiPOvGB8MTB-6q2pGTOQYlcGjBxEE9P-kp3-_AgIfG0kZup-KnMdPhyHrqvAjqQnoShwGUU9a89gGz0GitZF2lvOeFURBBljCoPaxtazCW9bBZCmbrgWO23&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
998,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIerEO0GEHzlShTrtl1nE6UHlpmdSQ6HzOV1KG3uC4X0OHrDue2FblWeWk_lfvj1HiKTEZ55jVAYttWVSpyXLB8TXfHpwASTEE5VJfGOr-5fkqpNrpQaIFIm36_qhxXR5Vj0TVTXmoad5_62bpgJDkM7wINsbv4y6A-qMsb_8g3NYuBomSKxHMnlUIBTkKWT5OIDG0tJwm9hQj0TJQo-MA55Sendx-AJ2qQ9oFK5EczTLNdu_e7dPBZ0cmYrJqH9WIGD1_sGZXNWzOMRS6NfGKUfg==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
1009,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-X0pOAWyktGFsCn6LBcklC0-RzMlGFLcBnlkxo7YBZ4tBPlK9Yi2VyqyETRx_s9VZAfQnywvqS--w_-iuh5GivcWK5X64L2byqovLz-CfI77NIOsXJ9WbVvyNnAZjcM5UrAWhee1nU008hL8uLefcguzBuMBnC5FlRgJQnQ-93zlO_zIZKMZ6ao8R34u2eXR1MWKEAgXaqngTAhnwc4vC8vXO1hqdYhB_-1f9_IeJxHb2cg3056mRsKWEU9hEFGQE-TjIas9qaZCyVpbuCPNpfppwPwzknzUwgHWYc4CvRiCs7mqYo6jJWNW5KRnSEs6dnTQZyRec-AFxtRQc8Za_OaZe3puqRkU_MmnVri2TcZqvtA67iDbDdHdUQvGPUnBD1Hcdj4_jeDC4cAlYwFP_Ljd9W1b-WcBFwuqdRFr85NhAg5eK7T8GG4JSDWGAGU6IS819j60t3gQm9xOlwj4D1fODz7_PL1xXCcQ-65mN6R2WUhKShEph8&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1010,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nU6NFKt26xtn-FMQl-nuLHeqSrtwnkmtpn8TYULmPKK_5uhKYo8mAwSWMLAghpcPnuiPp1zMFYoIW5igMhabDB6dJNQMWmf3ZY_L4Erq7O3vdbjkMJB4nr1Kk6eY8YVVNB_AEZWEGpS6T7OYxu1fVfcEBvzlgpx6SyhZVDpDFS17P75cZoNk2yUt8tyzyQiU52I8TH_J-tuB9_Kx2NQQBPIXt1ujy0t49Un0gQoa9sRX5jXsEfqjhQ4k70WQQIEvR&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1014,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIe3pzQH9Ra5UTE1CoXxsALPTpySTWUMxkk2kuxK9mAB3IH5OkhruNaRqxNH-SgX1y2552hwi42z2-NE9fwhLsC9VRJqQqE-dzPYy-UZGGA_Wysz7fiTy1SSC2i-jsD4Vjq6USX5gaNZjM5bhhYX-4KLIDIGBCeW1p8tjn2POfFyUWVzWnGpY9CttIbUjNjjrSCDYf5zepvBtQ7KGMzY1qUZ-cMGgMdzXObFaQrC2o5w1krf4cnkbO281tRhD-CrkTTMt3y2Q1JOvY=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1023,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-bhoGxCmUPPgtNcKeNs-qiQgY08rh-RuEF-7uV3ZtnXupC-yq1o95l3To1SDtlhyVf_EoN3UV4lY7SDdZNBioF_ZHVBOVErk5IkYZ0ayth8hRlkMrfsgF7-rJoQsl1Mc9D9aA1lj5uAqUXy0roWUeaa6q8NiUYRiHhE_6V4XyqOHi9H9OiBZiGWujJ3qJ-RhNaWPZ_pLAvFM6TnRurCNkfAMK1dv5Ca3bmeSLVfhqUEtv8HA8G-O8nox5R1tEUmyVTyHvRVZjMY648A45dFxiQm_rCTAXfeHVDUxDsLdhOJkntP04z_WiWyq7Ykkn4iuIdF4Mo3KEKiIf1HYANLHHr7hZf49IYx7rtYHha0a4gbC5pJGgI_hmuAa9fPcjzdYYv7atWaNNVPA5ohUHd0uLAOGzspSrwGl6IiPFcLPVWq7zbu8C9ZEBVOsHNC7ZXMJyc_dhWtTw_bZzKgD_BCXHzrnR1NLxS2Yd8sL8hUnEpCUTK2h-ml9pb9PB6y3bmAbg=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1024,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSTjjfxpYTO-B84IRNW2GhWHMngOo1b06ETsrQ1dSuXCb9y0oxPlixBHRbB0gocOaI_vfmC1PTi-kPUVOjyhI_ZALSNPIW3RblDNLDR4buAJfafDaT50bKaRP-5Fh7sUCdpKyVmP31eDS0iskl6nKrnbMDmFq0j0J3pRGg6eFvloci-tU7Sp5zaqHNWRqyZn3KglSl1QEqBJOzYq6_1s5E3oUxWEdD4YewJwxg2bmm4JQ3OErnsPQoyC1zCHHMSFKAoLuHHIyaIWbRMqp8DH9-A6&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
1028,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeyLPo6n6AeK9T4jLtStIZQi6M3qnw7i0MOUAutIK_S72yYhDsvNm2Hyzfvrsuu9MmN8SHqNJswcEM8MUwlmYnrsIwLnntEJZJ5jU11swxsjncCZ_nVGShrBrgqEfImMXGlbUCvFpLzUP5ekD4egak2roDI1RF7CLXDziKZmFhSZO74lO52xSRgvt82lKwOQNw_EH4yGcu0-yjXCWYxiKDYQ0zcUkIshSAIC6UGc-FuN5tpf2XB5JYNzfqBEOZiTYPR_aieai9FOXzxrJkE5lqQg==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
1038,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8_MB4QoFhj_cTqKdXBthe8giRk7eG5qrPrYQjti8Vmt9landsVnKXVSXm7Ba4hrOUvJbX72ZXyzTRf8Lm1bJNybb6LJ_7tx7qgZCEWO8hFVBXnpTPec7C9RJf4fxnlFRYuxD4A4q_bAWLWvZLeRuLSBrLS_i1K0D7h_nj_MScxSDH4bFqSf2vWu9Nh06jdSNJXCmOglMjldRA7auD21w-sy1YxzRUTQuzhghjQFQVXO-z6sFx2A9hNoJ8YnoqkGWr4o5c8TRJ5lpQ5rLqN2bbKSWjnPDunrlml7dQUdQBAoa3OVODDvGp5Dj9k_B3N7ZOljUJQIqXjz1Wh7yCE9o-oUJ1zXnEwTa0VjT2JQfPDU-tzU__w8vYjnYg49tUY75R_h4fgljhtaLp0W-gSU6chpWrAhB_MWjMlttGYXT5bQzONJRg4ptDM5HPbaZrxoKOiqwkv37nSlg7H7p46yHQ6446BP250VvIReJ7DW4UZ9AjdacpBr6K3_J593PebrkYo=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1039,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSQoz7W0BXWU4CCENJ-xjR28Kd-gQmVbm0IrYYCkiM6nA1rryzZNAT1YjVt3cEkSoN-WjqhzZ_hj4YOJuzQ639-HBFeablATFdIAE1o9laaKNl7wk9ex-0de18LTchP5eblqvE48ZcknvPVhe4jgQfxuu19HgyVnOLEa5js5txXDM2qXMXCCLgvQ-7phtHB4FEtlUpOXAhAwrodGwkWde_mKtPEtTZOFPj0ndxJC9YPx54JJi-16SCNic4kaWQQIFLXaURTto-8Aa97l1dfgCxi7&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
